0014	6.000000000000000000e+04 2.577319587628865520e+03 4.500000000000000000e+00	6.09787e+17	1.23E+04	6.4676e-14 2.00646e-14	1.43939e-12	6.3277e-12 4.79221e-13
0015	6.000000000000000000e+04 3.244638181035417347e+03 3.500000000000000000e+00	5.19973e+18	1.55E+04	8.68747e-13 3.81781e-13	7.49229e-12	3.62974e-12 2.08348e-13
0016	6.000000000000000000e+04 3.244638181035417347e+03 4.000000000000000000e+00	1.71237e+18	1.55E+04	1.89704e-13 7.50565e-14	3.21617e-12	5.18386e-12 3.56536e-13
0017	6.000000000000000000e+04 3.244638181035417347e+03 4.500000000000000000e+00	6.09346e+17	1.55E+04	6.6968e-14 2.0746e-14	1.5275e-12	6.86851e-12 5.26125e-13
0018	6.000000000000000000e+04 4.084748052692324109e+03 3.500000000000000000e+00	5.20054e+18	1.95E+04	9.01872e-13 3.97751e-13	8.35379e-12	4.24107e-12 2.45898e-13
0019	6.000000000000000000e+04 4.084748052692324109e+03 4.000000000000000000e+00	1.71283e+18	1.95E+04	2.00217e-13 7.88007e-14	3.48512e-12	5.79791e-12 4.03535e-13
0020	6.000000000000000000e+04 4.084748052692324109e+03 4.500000000000000000e+00	6.09030e+17	1.95E+04	6.93236e-14 2.14498e-14	1.62417e-12	7.46175e-12 5.77196e-13
0021	6.000000000000000000e+04 5.142416805961092905e+03 3.500000000000000000e+00	5.19919e+18	2.46E+04	9.36746e-13 4.14907e-13	9.30894e-12	4.9429e-12 2.89376e-13
0022	6.000000000000000000e+04 5.142416805961092905e+03 4.000000000000000000e+00	1.71243e+18	2.46E+04	2.11493e-13 8.27699e-14	3.77397e-12	6.46765e-12 4.55119e-13
0023	6.000000000000000000e+04 5.142416805961092905e+03 4.500000000000000000e+00	6.09206e+17	2.46E+04	7.17986e-14 2.21729e-14	1.72115e-12	8.07095e-12 6.29508e-13
0024	6.000000000000000000e+04 6.473904288329098563e+03 3.500000000000000000e+00	5.19929e+18	3.09E+04	9.68581e-13 4.31024e-13	1.03206e-11	5.7199e-12 3.38011e-13
0025	6.000000000000000000e+04 6.473904288329098563e+03 4.000000000000000000e+00	1.71221e+18	3.09E+04	2.23063e-13 8.67797e-14	4.07746e-12	7.18486e-12 5.10655e-13
0026	6.000000000000000000e+04 6.473904288329098563e+03 4.500000000000000000e+00	6.09072e+17	3.09E+04	7.44742e-14 2.295e-14	1.8249e-12	8.72448e-12 6.85337e-13
0027	6.000000000000000000e+04 8.150200155073142014e+03 3.500000000000000000e+00	5.19170e+18	3.89E+04	1.00171e-12 4.48243e-13	1.14361e-11	6.60343e-12 3.93721e-13
0028	6.000000000000000000e+04 8.150200155073142014e+03 4.000000000000000000e+00	1.71133e+18	3.89E+04	2.34721e-13 9.07563e-14	4.39459e-12	7.94907e-12 5.70183e-13
0029	6.000000000000000000e+04 8.150200155073142014e+03 4.500000000000000000e+00	6.08742e+17	3.89E+04	7.73472e-14 2.37752e-14	1.93598e-12	9.42658e-12 7.44665e-13
0030	6.000000000000000000e+04 1.026044683521766638e+04 3.500000000000000000e+00	5.19923e+18	4.90E+04	1.03233e-12 4.64589e-13	1.26092e-11	7.57006e-12 4.55259e-13
0031	6.000000000000000000e+04 1.026044683521766638e+04 4.000000000000000000e+00	1.71017e+18	4.90E+04	2.4787e-13 9.52006e-14	4.73793e-12	8.78347e-12 6.35294e-13
0032	6.000000000000000000e+04 1.026044683521766638e+04 4.500000000000000000e+00	6.09423e+17	4.90E+04	8.02664e-14 2.45997e-14	2.04712e-12	1.01396e-11 8.04585e-13
0033	8.000000000000000000e+04 1.026044683521766501e+03 3.500000000000000000e+00	5.20135e+18	2.57E+03	6.7995e-13 2.90777e-13	3.35127e-12	1.16374e-12 6.37363e-14
0034	8.000000000000000000e+04 1.026044683521766501e+03 4.000000000000000000e+00	1.71314e+18	2.58E+03	1.50696e-13 5.96161e-14	1.8327e-12	2.26255e-12 1.40371e-13
0035	8.000000000000000000e+04 1.026044683521766501e+03 4.500000000000000000e+00	6.09517e+17	2.58E+03	5.8736e-14 1.78909e-14	1.01883e-12	3.86584e-12 2.70787e-13
0036	8.000000000000000000e+04 1.291710751444522657e+03 3.500000000000000000e+00	5.20162e+18	3.24E+03	7.06881e-13 3.0357e-13	3.80853e-12	1.39294e-12 7.68364e-14
0037	8.000000000000000000e+04 1.291710751444522657e+03 4.000000000000000000e+00	1.71329e+18	3.24E+03	1.56099e-13 6.15434e-14	1.9992e-12	2.5703e-12 1.61485e-13
0038	8.000000000000000000e+04 1.291710751444522657e+03 4.500000000000000000e+00	6.09172e+17	3.24E+03	6.05543e-14 1.8442e-14	1.08214e-12	4.22406e-12 3.00305e-13
0039	8.000000000000000000e+04 1.626174978476519755e+03 3.500000000000000000e+00	5.20101e+18	4.08E+03	7.35951e-13 3.17353e-13	4.32368e-12	1.66436e-12 9.25201e-14
0040	8.000000000000000000e+04 1.626174978476519755e+03 4.000000000000000000e+00	1.71343e+18	4.08E+03	1.61938e-13 6.3724e-14	2.17634e-12	2.90952e-12 1.85065e-13
0041	8.000000000000000000e+04 1.626174978476519755e+03 4.500000000000000000e+00	6.09497e+17	4.08E+03	6.24198e-14 1.90152e-14	1.14965e-12	4.6081e-12 3.3208e-13
0042	8.000000000000000000e+04 2.047228290505137920e+03 3.500000000000000000e+00	5.20305e+18	5.14E+03	7.63758e-13 3.30712e-13	4.88121e-12	1.97541e-12 1.10692e-13
0043	8.000000000000000000e+04 2.047228290505137920e+03 4.000000000000000000e+00	1.71301e+18	5.14E+03	1.68715e-13 6.62789e-14	2.36719e-12	3.28536e-12 2.11463e-13
0044	8.000000000000000000e+04 2.047228290505137920e+03 4.500000000000000000e+00	6.09631e+17	5.14E+03	6.4239e-14 1.95783e-14	1.22014e-12	5.01376e-12 3.659e-13
0045	8.000000000000000000e+04 2.577319587628865520e+03 3.500000000000000000e+00	5.20086e+18	6.47E+03	7.93796e-13 3.45165e-13	5.50603e-12	2.33999e-12 1.32181e-13
0046	8.000000000000000000e+04 2.577319587628865520e+03 4.000000000000000000e+00	1.71282e+18	6.47E+03	1.7635e-13 6.9121e-14	2.57152e-12	3.69927e-12 2.4088e-13
0047	8.000000000000000000e+04 2.577319587628865520e+03 4.500000000000000000e+00	6.09486e+17	6.47E+03	6.60102e-14 2.01338e-14	1.2937e-12	5.44154e-12 4.01893e-13
0048	8.000000000000000000e+04 3.244638181035417347e+03 3.500000000000000000e+00	5.20324e+18	8.14E+03	8.23958e-13 3.59885e-13	6.19068e-12	2.75906e-12 1.5713e-13
0049	8.000000000000000000e+04 3.244638181035417347e+03 4.000000000000000000e+00	1.71335e+18	8.14E+03	1.84767e-13 7.22141e-14	2.7952e-12	4.16006e-12 2.73898e-13
0050	8.000000000000000000e+04 3.244638181035417347e+03 4.500000000000000000e+00	6.09426e+17	8.14E+03	6.7779e-14 2.06847e-14	1.36842e-12	5.88437e-12 4.39176e-13
0051	8.000000000000000000e+04 4.084748052692324109e+03 3.500000000000000000e+00	5.20332e+18	1.03E+04	8.53823e-13 3.74767e-13	6.93881e-12	3.23821e-12 1.85914e-13
0052	8.000000000000000000e+04 4.084748052692324109e+03 4.000000000000000000e+00	1.71305e+18	1.03E+04	1.93685e-13 7.54282e-14	3.02962e-12	4.65693e-12 3.09823e-13
0053	8.000000000000000000e+04 4.084748052692324109e+03 4.500000000000000000e+00	6.09227e+17	1.03E+04	6.95658e-14 2.1245e-14	1.44831e-12	6.3598e-12 4.79184e-13
0054	8.000000000000000000e+04 5.142416805961092905e+03 3.500000000000000000e+00	5.20261e+18	1.29E+04	8.82478e-13 3.89406e-13	7.75355e-12	3.7828e-12 2.18915e-13
0055	8.000000000000000000e+04 5.142416805961092905e+03 4.000000000000000000e+00	1.71250e+18	1.29E+04	2.03152e-13 7.88085e-14	3.28278e-12	5.20233e-12 3.49517e-13
0056	8.000000000000000000e+04 5.142416805961092905e+03 4.500000000000000000e+00	6.09813e+17	1.29E+04	7.15495e-14 2.18573e-14	1.53453e-12	6.87299e-12 5.222e-13
0057	8.000000000000000000e+04 6.473904288329098563e+03 3.500000000000000000e+00	5.19710e+18	1.62E+04	9.10729e-13 4.04282e-13	8.63989e-12	4.39945e-12 2.56583e-13
0058	8.000000000000000000e+04 6.473904288329098563e+03 4.000000000000000000e+00	1.71031e+18	1.62E+04	2.13588e-13 8.24748e-14	3.55571e-12	5.79957e-12 3.93201e-13
0059	8.000000000000000000e+04 6.473904288329098563e+03 4.500000000000000000e+00	6.09690e+17	1.62E+04	7.33958e-14 2.24282e-14	1.62252e-12	7.40233e-12 5.66673e-13
0060	8.000000000000000000e+04 8.150200155073142014e+03 3.500000000000000000e+00	5.19770e+18	2.05E+04	9.39475e-13 4.19818e-13	9.62137e-12	5.10454e-12 2.99979e-13
0061	8.000000000000000000e+04 8.150200155073142014e+03 4.000000000000000000e+00	1.71200e+18	2.05E+04	2.24074e-13 8.61114e-14	3.84154e-12	6.43729e-12 4.40146e-13
0062	8.000000000000000000e+04 8.150200155073142014e+03 4.500000000000000000e+00	6.08887e+17	2.05E+04	7.55759e-14 2.30821e-14	1.71412e-12	7.95682e-12 6.1301e-13
0063	8.000000000000000000e+04 1.026044683521766638e+04 3.500000000000000000e+00	5.19956e+18	2.57E+04	9.67688e-13 4.3488e-13	1.06584e-11	5.8818e-12 3.48202e-13
0064	8.000000000000000000e+04 1.026044683521766638e+04 4.000000000000000000e+00	1.71002e+18	2.58E+04	2.35349e-13 8.99483e-14	4.14307e-12	7.12066e-12 4.90587e-13
0065	8.000000000000000000e+04 1.026044683521766638e+04 4.500000000000000000e+00	6.08982e+17	2.58E+04	7.77191e-14 2.37168e-14	1.80975e-12	8.53663e-12 6.6132e-13
0066	1.000000000000000000e+05 1.026044683521766501e+03 3.500000000000000000e+00	5.20186e+18	1.56E+03	6.77623e-13 2.87953e-13	2.92193e-12	9.81389e-13 5.46451e-14
0067	1.000000000000000000e+05 1.026044683521766501e+03 4.000000000000000000e+00	1.71351e+18	1.56E+03	1.57524e-13 6.09583e-14	1.68353e-12	1.96615e-12 1.20609e-13
0068	1.000000000000000000e+05 1.026044683521766501e+03 4.500000000000000000e+00	6.09557e+17	1.56E+03	6.21149e-14 1.85731e-14	9.73279e-13	3.60471e-12 2.5094e-13
0069	1.000000000000000000e+05 1.291710751444522657e+03 3.500000000000000000e+00	5.19725e+18	1.96E+03	7.05035e-13 3.00803e-13	3.3321e-12	1.1734e-12 6.56561e-14
0070	1.000000000000000000e+05 1.291710751444522657e+03 4.000000000000000000e+00	1.71326e+18	1.96E+03	1.62146e-13 6.26066e-14	1.83185e-12	2.22377e-12 1.37876e-13
0071	1.000000000000000000e+05 1.291710751444522657e+03 4.500000000000000000e+00	6.09626e+17	1.96E+03	6.41171e-14 1.9173e-14	1.03161e-12	3.92106e-12 2.76726e-13
0072	1.000000000000000000e+05 1.626174978476519755e+03 3.500000000000000000e+00	5.20108e+18	2.47E+03	7.32778e-13 3.13919e-13	3.78561e-12	1.39781e-12 7.86489e-14
0073	1.000000000000000000e+05 1.626174978476519755e+03 4.000000000000000000e+00	1.71366e+18	2.47E+03	1.6742e-13 6.46215e-14	1.99379e-12	2.51343e-12 1.57492e-13
0074	1.000000000000000000e+05 1.626174978476519755e+03 4.500000000000000000e+00	6.09901e+17	2.47E+03	6.57615e-14 1.96804e-14	1.08864e-12	4.24019e-12 3.03069e-13
0075	1.000000000000000000e+05 2.047228290505137920e+03 3.500000000000000000e+00	5.19921e+18	3.11E+03	7.60731e-13 3.27209e-13	4.28832e-12	1.65982e-12 9.39545e-14
0076	1.000000000000000000e+05 2.047228290505137920e+03 4.000000000000000000e+00	1.71348e+18	3.11E+03	1.73805e-13 6.70469e-14	2.16657e-12	2.83331e-12 1.79368e-13
0077	1.000000000000000000e+05 2.047228290505137920e+03 4.500000000000000000e+00	6.09421e+17	3.11E+03	6.75179e-14 2.02288e-14	1.15e-12	4.58431e-12 3.31501e-13
0078	1.000000000000000000e+05 2.577319587628865520e+03 3.500000000000000000e+00	5.20085e+18	3.92E+03	7.9088e-13 3.41584e-13	4.85564e-12	1.96867e-12 1.12143e-13
0079	1.000000000000000000e+05 2.577319587628865520e+03 4.000000000000000000e+00	1.71298e+18	3.92E+03	1.80864e-13 6.97047e-14	2.35472e-12	3.19042e-12 2.04003e-13
0080	1.000000000000000000e+05 2.577319587628865520e+03 4.500000000000000000e+00	6.09916e+17	3.92E+03	6.89948e-14 2.07097e-14	1.21383e-12	4.94596e-12 3.61473e-13
0081	1.000000000000000000e+05 3.244638181035417347e+03 3.500000000000000000e+00	5.20220e+18	4.93E+03	8.19392e-13 3.55478e-13	5.46697e-12	2.32e-12 1.33019e-13
0082	1.000000000000000000e+05 3.244638181035417347e+03 4.000000000000000000e+00	1.71308e+18	4.94E+03	1.88927e-13 7.26772e-14	2.55988e-12	3.58855e-12 2.31645e-13
0083	1.000000000000000000e+05 3.244638181035417347e+03 4.500000000000000000e+00	6.09963e+17	4.94E+03	7.04116e-14 2.11809e-14	1.28191e-12	5.33375e-12 3.93548e-13
0084	1.000000000000000000e+05 4.084748052692324109e+03 3.500000000000000000e+00	5.20393e+18	6.21E+03	8.49239e-13 3.7023e-13	6.15069e-12	2.7291e-12 1.57514e-13
0085	1.000000000000000000e+05 4.084748052692324109e+03 4.000000000000000000e+00	1.71319e+18	6.21E+03	1.97386e-13 7.57412e-14	2.77745e-12	4.02224e-12 2.62018e-13
0086	1.000000000000000000e+05 4.084748052692324109e+03 4.500000000000000000e+00	6.10011e+17	6.21E+03	7.21312e-14 2.17358e-14	1.35494e-12	5.75087e-12 4.27993e-13
0087	1.000000000000000000e+05 5.142416805961092905e+03 3.500000000000000000e+00	5.20371e+18	7.82E+03	8.76094e-13 3.84041e-13	6.88123e-12	3.18834e-12 1.85234e-13
0088	1.000000000000000000e+05 5.142416805961092905e+03 4.000000000000000000e+00	1.71281e+18	7.82E+03	2.06141e-13 7.88902e-14	3.01186e-12	4.49831e-12 2.95602e-13
0089	1.000000000000000000e+05 5.142416805961092905e+03 4.500000000000000000e+00	6.09036e+17	7.82E+03	7.35434e-14 2.2207e-14	1.42967e-12	6.18375e-12 4.63743e-13
0090	1.000000000000000000e+05 6.473904288329098563e+03 3.500000000000000000e+00	5.20014e+18	9.84E+03	9.04193e-13 3.98782e-13	7.6946e-12	3.71815e-12 2.17442e-13
0091	1.000000000000000000e+05 6.473904288329098563e+03 4.000000000000000000e+00	1.71303e+18	9.85E+03	2.16385e-13 8.24945e-14	3.26794e-12	5.02557e-12 3.32936e-13
0092	1.000000000000000000e+05 6.473904288329098563e+03 4.500000000000000000e+00	6.09840e+17	9.85E+03	7.51059e-14 2.27122e-14	1.50832e-12	6.64148e-12 5.01529e-13
0093	1.000000000000000000e+05 8.150200155073142014e+03 3.500000000000000000e+00	5.20012e+18	1.24E+04	9.31034e-13 4.13294e-13	8.57676e-12	4.31608e-12 2.5405e-13
0094	1.000000000000000000e+05 8.150200155073142014e+03 4.000000000000000000e+00	1.71211e+18	1.24E+04	2.26379e-13 8.59533e-14	3.53114e-12	5.58217e-12 3.72566e-13
0095	1.000000000000000000e+05 8.150200155073142014e+03 4.500000000000000000e+00	6.09053e+17	1.24E+04	7.69203e-14 2.32871e-14	1.59358e-12	7.13592e-12 5.42149e-13
0096	1.000000000000000000e+05 1.026044683521766638e+04 3.500000000000000000e+00	5.20149e+18	1.56E+04	9.60905e-13 4.28563e-13	9.53285e-12	4.98826e-12 2.95489e-13
0097	1.000000000000000000e+05 1.026044683521766638e+04 4.000000000000000000e+00	1.71238e+18	1.56E+04	2.37633e-13 8.97879e-14	3.81607e-12	6.19104e-12 4.16047e-13
0098	1.000000000000000000e+05 1.026044683521766638e+04 4.500000000000000000e+00	6.09261e+17	1.56E+04	7.86863e-14 2.38313e-14	1.67877e-12	7.63459e-12 5.83151e-13
0099	1.200000000000000000e+05 1.026044683521766501e+03 3.500000000000000000e+00	5.20459e+18	1.07E+03	6.85512e-13 2.9029e-13	2.77993e-12	9.17434e-13 5.17845e-14
0100	1.200000000000000000e+05 1.026044683521766501e+03 4.000000000000000000e+00	1.71343e+18	1.07E+03	1.62053e-13 6.20622e-14	1.64709e-12	1.87315e-12 1.14678e-13
0101	1.200000000000000000e+05 1.026044683521766501e+03 4.500000000000000000e+00	6.09426e+17	1.07E+03	6.41529e-14 1.90238e-14	9.71161e-13	3.6557e-12 2.49332e-13
0102	1.200000000000000000e+05 1.291710751444522657e+03 3.500000000000000000e+00	5.20294e+18	1.35E+03	7.13425e-13 3.03206e-13	3.16729e-12	1.09231e-12 6.19098e-14
0103	1.200000000000000000e+05 1.291710751444522657e+03 4.000000000000000000e+00	1.71316e+18	1.35E+03	1.66638e-13 6.36943e-14	1.78774e-12	2.10408e-12 1.3019e-13
0104	1.200000000000000000e+05 1.291710751444522657e+03 4.500000000000000000e+00	6.09711e+17	1.35E+03	6.61701e-14 1.96285e-14	1.02746e-12	3.94034e-12 2.72716e-13
0105	1.200000000000000000e+05 1.626174978476519755e+03 3.500000000000000000e+00	5.20209e+18	1.70E+03	7.41793e-13 3.16377e-13	3.59881e-12	1.29833e-12 7.39432e-14
0106	1.200000000000000000e+05 1.626174978476519755e+03 4.000000000000000000e+00	1.71324e+18	1.70E+03	1.72401e-13 6.58526e-14	1.94094e-12	2.36563e-12 1.47917e-13
0107	1.200000000000000000e+05 1.626174978476519755e+03 4.500000000000000000e+00	6.10200e+17	1.70E+03	6.79462e-14 2.01775e-14	1.08422e-12	4.23008e-12 2.96964e-13
0108	1.200000000000000000e+05 2.047228290505137920e+03 3.500000000000000000e+00	5.19959e+18	2.14E+03	7.72354e-13 3.30585e-13	4.08614e-12	1.54256e-12 8.83246e-14
0109	1.200000000000000000e+05 2.047228290505137920e+03 4.000000000000000000e+00	1.71327e+18	2.14E+03	1.78888e-13 6.83343e-14	2.10837e-12	2.66173e-12 1.68149e-13
0110	1.200000000000000000e+05 2.047228290505137920e+03 4.500000000000000000e+00	6.09787e+17	2.14E+03	6.96502e-14 2.07191e-14	1.1419e-12	4.52936e-12 3.22368e-13
0111	1.200000000000000000e+05 2.577319587628865520e+03 3.500000000000000000e+00	5.20362e+18	2.69E+03	8.02254e-13 3.4464e-13	4.6159e-12	1.82324e-12 1.04991e-13
0112	1.200000000000000000e+05 2.577319587628865520e+03 4.000000000000000000e+00	1.71333e+18	2.70E+03	1.86473e-13 7.11518e-14	2.28774e-12	2.99039e-12 1.90784e-13
0113	1.200000000000000000e+05 2.577319587628865520e+03 4.500000000000000000e+00	6.09920e+17	2.70E+03	7.11558e-14 2.12112e-14	1.20115e-12	4.84328e-12 3.49199e-13
0114	1.200000000000000000e+05 3.244638181035417347e+03 3.500000000000000000e+00	5.19883e+18	3.39E+03	8.33274e-13 3.59393e-13	5.21091e-12	2.15266e-12 1.24706e-13
0115	1.200000000000000000e+05 3.244638181035417347e+03 4.000000000000000000e+00	1.71347e+18	3.39E+03	1.94932e-13 7.42436e-14	2.48424e-12	3.35929e-12 2.16344e-13
0116	1.200000000000000000e+05 3.244638181035417347e+03 4.500000000000000000e+00	6.09888e+17	3.39E+03	7.26338e-14 2.17034e-14	1.26334e-12	5.17879e-12 3.77925e-13
0117	1.200000000000000000e+05 4.084748052692324109e+03 3.500000000000000000e+00	5.20396e+18	4.27E+03	8.64759e-13 3.74582e-13	5.86567e-12	2.53217e-12 1.4758e-13
0118	1.200000000000000000e+05 4.084748052692324109e+03 4.000000000000000000e+00	1.71333e+18	4.27E+03	2.04046e-13 7.75008e-14	2.6938e-12	3.7637e-12 2.44525e-13
0119	1.200000000000000000e+05 4.084748052692324109e+03 4.500000000000000000e+00	6.09870e+17	4.27E+03	7.42726e-14 2.22477e-14	1.32923e-12	5.54118e-12 4.08964e-13
0120	1.200000000000000000e+05 5.142416805961092905e+03 3.500000000000000000e+00	5.20187e+18	5.38E+03	8.94942e-13 3.896e-13	6.58378e-12	2.96721e-12 1.74e-13
0121	1.200000000000000000e+05 5.142416805961092905e+03 4.000000000000000000e+00	1.71310e+18	5.38E+03	2.13678e-13 8.09133e-14	2.92228e-12	4.21187e-12 2.75906e-13
0122	1.200000000000000000e+05 5.142416805961092905e+03 4.500000000000000000e+00	6.09162e+17	5.38E+03	7.58124e-14 2.27571e-14	1.39727e-12	5.92431e-12 4.41548e-13
0123	1.200000000000000000e+05 6.473904288329098563e+03 3.500000000000000000e+00	5.20003e+18	6.77E+03	9.25314e-13 4.05003e-13	7.36751e-12	3.46254e-12 2.04284e-13
0124	1.200000000000000000e+05 6.473904288329098563e+03 4.000000000000000000e+00	1.71290e+18	6.77E+03	2.24209e-13 8.45573e-14	3.16455e-12	4.69846e-12 3.10145e-13
0125	1.200000000000000000e+05 6.473904288329098563e+03 4.500000000000000000e+00	6.09912e+17	6.77E+03	7.75433e-14 2.33189e-14	1.47266e-12	6.34893e-12 4.77185e-13
0126	1.200000000000000000e+05 8.150200155073142014e+03 3.500000000000000000e+00	5.19837e+18	8.52E+03	9.54285e-13 4.20191e-13	8.2232e-12	4.02488e-12 2.389e-13
0127	1.200000000000000000e+05 8.150200155073142014e+03 4.000000000000000000e+00	1.71156e+18	8.52E+03	2.3585e-13 8.85346e-14	3.42891e-12	5.23587e-12 3.48045e-13
0128	1.200000000000000000e+05 8.150200155073142014e+03 4.500000000000000000e+00	6.09111e+17	8.52E+03	7.9399e-14 2.39022e-14	1.54912e-12	6.78726e-12 5.13723e-13
0129	1.200000000000000000e+05 1.026044683521766638e+04 3.500000000000000000e+00	5.20133e+18	1.07E+04	9.86799e-13 4.36352e-13	9.15223e-12	4.65905e-12 2.78183e-13
0130	1.200000000000000000e+05 1.026044683521766638e+04 4.000000000000000000e+00	1.71208e+18	1.07E+04	2.47778e-13 9.25442e-14	3.70743e-12	5.81308e-12 3.88877e-13
0131	1.200000000000000000e+05 1.026044683521766638e+04 4.500000000000000000e+00	6.09681e+17	1.07E+04	8.16663e-14 2.45879e-14	1.6343e-12	7.27095e-12 5.53575e-13
0132	1.400000000000000000e+05 1.026044683521766501e+03 3.500000000000000000e+00	5.19825e+18	7.15E+02	6.93737e-13 2.92787e-13	2.75128e-12	1.00569e-12 5.95142e-14
0133	1.400000000000000000e+05 1.026044683521766501e+03 4.000000000000000000e+00	1.71286e+18	7.15E+02	1.66215e-13 6.31989e-14	1.66507e-12	2.08289e-12 1.2659e-13
0134	1.400000000000000000e+05 1.026044683521766501e+03 4.500000000000000000e+00	6.09820e+17	7.15E+02	6.64416e-14 1.95496e-14	9.94089e-13	4.17575e-12 2.68689e-13
0135	1.400000000000000000e+05 1.291710751444522657e+03 3.500000000000000000e+00	5.20079e+18	9.00E+02	7.23998e-13 3.06536e-13	3.14302e-12	1.17149e-12 6.90753e-14
0136	1.400000000000000000e+05 1.291710751444522657e+03 4.000000000000000000e+00	1.71411e+18	9.00E+02	1.71145e-13 6.49587e-14	1.80992e-12	2.2907e-12 1.40445e-13
0137	1.400000000000000000e+05 1.291710751444522657e+03 4.500000000000000000e+00	6.10006e+17	9.00E+02	6.83726e-14 2.01435e-14	1.05191e-12	4.4813e-12 2.91523e-13
0138	1.400000000000000000e+05 1.626174978476519755e+03 3.500000000000000000e+00	5.19563e+18	1.13E+03	7.54839e-13 3.20593e-13	3.57829e-12	1.36675e-12 8.04423e-14
0139	1.400000000000000000e+05 1.626174978476519755e+03 4.000000000000000000e+00	1.71358e+18	1.13E+03	1.77344e-13 6.72636e-14	1.96511e-12	2.51883e-12 1.55888e-13
0140	1.400000000000000000e+05 1.626174978476519755e+03 4.500000000000000000e+00	6.10208e+17	1.13E+03	7.0034e-14 2.06786e-14	1.11088e-12	4.78627e-12 3.14969e-13
0141	1.400000000000000000e+05 2.047228290505137920e+03 3.500000000000000000e+00	5.20444e+18	1.43E+03	7.87409e-13 3.35442e-13	4.06455e-12	1.59701e-12 9.39845e-14
0142	1.400000000000000000e+05 2.047228290505137920e+03 4.000000000000000000e+00	1.71402e+18	1.43E+03	1.84455e-13 6.99053e-14	2.12842e-12	2.76727e-12 1.7297e-13
0143	1.400000000000000000e+05 2.047228290505137920e+03 4.500000000000000000e+00	6.09615e+17	1.43E+03	7.16133e-14 2.12008e-14	1.16956e-12	5.085e-12 3.38724e-13
0144	1.400000000000000000e+05 2.577319587628865520e+03 3.500000000000000000e+00	5.20137e+18	1.80E+03	8.19522e-13 3.50227e-13	4.5996e-12	1.86361e-12 1.09791e-13
0145	1.400000000000000000e+05 2.577319587628865520e+03 4.000000000000000000e+00	1.71338e+18	1.80E+03	1.93069e-13 7.30623e-14	2.31021e-12	3.05326e-12 1.92809e-13
0146	1.400000000000000000e+05 2.577319587628865520e+03 4.500000000000000000e+00	6.09349e+17	1.80E+03	7.33443e-14 2.17711e-14	1.23041e-12	5.38802e-12 3.63687e-13
0147	1.400000000000000000e+05 3.244638181035417347e+03 3.500000000000000000e+00	5.20277e+18	2.26E+03	8.54555e-13 3.66408e-13	5.20442e-12	2.17906e-12 1.28655e-13
0148	1.400000000000000000e+05 3.244638181035417347e+03 4.000000000000000000e+00	1.71373e+18	2.26E+03	2.02663e-13 7.65168e-14	2.50779e-12	3.37852e-12 2.15566e-13
